"Version Year","Company Name","Address","ZIP Code","Record Type","Primary SIC Code","Primary SIC Description","Primary NAICS","Primary NAICS Description","Location Employee Size Range","Location Type","Years In Database"
"2012","1216 Sarah's Inc","1216 N 29th St","19121","Verified","581208","Restaurants","72251117","Full-Service Restaurants","10 to 19","Single Loc","16"
"2012","1220 Apartments","1220 N Broad St # 302","19121","Verified","651303","Apartments","53111002","Lessors Of Residential Buildings And Dwellings","10 to 19","Single Loc","42"
"2012","1260 Housing Development Corp","1704 N 16th St","19121","Verified","154213","Building Contractors","23622005","Commercial And Institutional Building Construction","1 to 4","Single Loc","15"
"2012","1400 N 15 St LLC","1415 W Jefferson St","19121","Verified","651303","Apartments","53111002","Lessors Of Residential Buildings And Dwellings","1 to 4","Single Loc","15"
"2012","1400 N 15 St LLC","1621 W Oxford St","19121","Verified","651303","Apartments","53111002","Lessors Of Residential Buildings And Dwellings","1 to 4","Single Loc","15"
"2012","1600 Broad Assoc","1600 N Broad St","19121","Verified","811103","Attorneys","54111002","Offices Of Lawyers","1 to 4","Single Loc","19"
"2012","1627 French St LLC","1855 N 17th St","19121","Verified","651303","Apartments","53111002","Lessors Of Residential Buildings And Dwellings","1 to 4","Single Loc","15"
"2012","1627 French St LLC","2025 N 15th St","19121","Verified","651303","Apartments","53111002","Lessors Of Residential Buildings And Dwellings","1 to 4","Single Loc","15"
"2012","1719 Fontain LLC","1719 Fontain St","19121","Verified","506324","Burglar Alarm Systems (Whls)","42361007","Electrical Apparatus And Equipment, Wiring Supplie","1 to 4","Single Loc","17"
"2012","1838 Associates","1838 N 18th St","19121","Verified","653113","Real Estate-Rental Service","53121006","Offices Of Real Estate Agents And Brokers","1 to 4","Single Loc","15"
"2012","1934 Gratz LLC","1934 N Gratz St","19121","Verified","506324","Burglar Alarm Systems (Whls)","42361007","Electrical Apparatus And Equipment, Wiring Supplie","1 to 4","Single Loc","17"
"2012","20 St Grocery Store","1946 W Diamond St","19121","Verified","541105","Grocers-Retail","44511003","Supermarkets And Other Grocery Retailers (Except C","1 to 4","Single Loc","18"
"2012","2038 18th St LLC","2038 N 18th St","19121","Verified","599999","Miscellaneous Retail Stores NEC","45521993","All Other General Merchandise Retailers","1 to 4","Single Loc","15"
"2012","22nd Mini Market","2201 W Oxford St","19121","Verified","541105","Grocers-Retail","44511003","Supermarkets And Other Grocery Retailers (Except C","1 to 4","Single Loc","26"
"2012","2700 Diamond Development Co","2729 W Diamond St # 9","19121","Verified","839998","Non-Profit Organizations","81331908","Other Social Advocacy Organizations","1 to 4","Single Loc","20"
"2012","29 Oxford Restaurant","2843 W Oxford St","19121","Verified","581208","Restaurants","72251117","Full-Service Restaurants","1 to 4","Single Loc","27"
"2012","7-Eleven","1501 Cecil B Moore Ave","19121","Verified","541103","Convenience Stores","44513101","Convenience Retailers","1 to 4","Branch","22"
"2012","A & B Auto Repairs","2042 N Van Pelt St","19121","Verified","753801","Automobile Repairing & Service","81111104","General Automotive Repair","1 to 4","Single Loc","42"
"2012","A & R Travel","1837 N Newkirk St","19121","Verified","413101","Bus Lines","48521001","Interurban And Rural Bus Transportation","5 to 9","Single Loc","19"
"2012","A & S One Inc","2239 Cecil B Moore Ave","19121","Verified","481207","Cellular Telephones (Services)","51711214","Wireless Telecommunications Carriers (Except Satel","1 to 4","Single Loc","15"
