"Version Year","Company Name","Address","ZIP Code","Record Type","Primary SIC Code","Primary SIC Description","Primary NAICS","Primary NAICS Description","Location Employee Size Range","Location Type","Years In Database"
"2022","Homelink Inc","2753 Ridge Ave","19121","Verified","504703","Reducing Equipment (Whls)","42345027","Medical, Dental, And Hospital Equipment And Suppli","20 to 49","Single Loc","34"
"2022","Hooks Barber Shop","1804 W Susquehanna Ave","19121","Verified","724101","Barbers","81211101","Barber Shops","1 to 4","Single Loc","42"
"2022","Horizon House Rehab Svc","2137 N 33rd St","19121","Verified","833102","Vocational Rehabilitation Services","62431009","Vocational Rehabilitation Services","10 to 19","Single Loc","20"
"2022","Horizon Pro Painters LLC","1410 N 31st St # 1776","19121","Verified","172101","Painters","23832003","Painting And Wall Covering Contractors","1 to 4","Single Loc","6"
"2022","Horizon Pro Painters LLC","3002 Cecil B Moore Ave","19121","Verified","172101","Painters","23832003","Painting And Wall Covering Contractors","1 to 4","Single Loc","8"
"2022","Horseman Accounting & Tax LLC","1527 W Seybert St","19121","Verified","872102","Accounting & Bookkeeping General Svc","54121903","Other Accounting Services","1 to 4","Single Loc","9"
"2022","Hub At 31 Brewerytown","1410 N 31st St","19121","Verified","651303","Apartments","53111002","Lessors Of Residential Buildings And Dwellings","5 to 9","Single Loc","5"
"2022","Hue Food Market","1601 Cecil B Moore Ave","19121","Verified","541105","Grocers-Retail","44511003","Supermarkets And Other Grocery Retailers (Except C","1 to 4","Single Loc","14"
"2022","I Kan Establishments LLC","1836 N Bucknell St","19121","Verified","999966","Federal Government Contractors","99999005","Unclassified Establishments","5 to 9","Single Loc","5"
"2022","Ida Lee Home Health Care LLC","2014 W Oxford St","19121","Verified","808201","Home Health Service","62161001","Home Health Care Services","5 to 9","Single Loc","6"
"2022","Igeeks LLC","1516 Cecil B Moore Ave","19121","Verified","573117","Electronic Equipment & Supplies-Retail","44921038","Electronics And Appliance Retailers","5 to 9","Single Loc","9"
"2022","Imunch Cafe","1233 N 31st St","19121","Verified","581208","Restaurants","72251117","Full-Service Restaurants","1 to 4","Single Loc","14"
"2022","In Touch Medical Assoc","2109 W Diamond St","19121","Verified","801101","Physicians & Surgeons","62111107","Offices Of Physicians (Except Mental Health Specia","1 to 4","Single Loc","36"
"2022","In Touch Medical Assoc Inc","2109 W Diamond St","19121","Verified","801101","Physicians & Surgeons","62111107","Offices Of Physicians (Except Mental Health Specia","1 to 4","Single Loc","36"
"2022","International Solid Gold","2901 W Montgomery Ave","19121","Verified","599402","Magazines-Dealers","45921017","Book Retailers And News Dealers","1 to 4","Single Loc","11"
"2022","Interstate Blood Bank Inc","1250 52 N Broad St","19121","Verified","809916","Blood & Organ Banks & Centers","62199101","Blood And Organ Banks","10 to 19","Single Loc","17"
"2022","Invisible River","1253 N 29th St # 2","19121","Verified","792215","Dance Companies","71112002","Dance Companies","1 to 4","Single Loc","10"
"2022","J & H Fuel Oil Co","1610 N 26th St","19121","Verified","517206","Oils-Fuel (Whls)","42472014","Petroleum And Petroleum Products Merchant Wholesal","1 to 4","Single Loc","42"
"2022","J St Food Market","1442 N 17th St","19121","Verified","541105","Grocers-Retail","44511003","Supermarkets And Other Grocery Retailers (Except C","1 to 4","Single Loc","11"
"2022","Jack Hassler Co Inc","1619 W Thompson St","19121","Verified","179919","Steeple Jacks","23829022","Other Building Equipment Contractors","1 to 4","Single Loc","38"
"2022","Jackie's Garden","1836 N 20th St","19121","Verified","651303","Apartments","53111002","Lessors Of Residential Buildings And Dwellings","5 to 9","Single Loc","27"
"2022","Jackson, Aaron","1220 N Broad St","19121","Verified","804918","Physical Therapists","62134007","Offices Of Physical, Occupational And Speech Thera","1 to 4","Single Loc","7"
"2022","Jain, Anubhav DDS","1709 Page St # 1","19121","Verified","802101","Dentists","62121003","Offices Of Dentists","","Single Loc","4"
"2022","Jarosh, Samara L MD","1900 N 20th St","19121","Verified","801101","Physicians & Surgeons","62111107","Offices Of Physicians (Except Mental Health Specia","1 to 4","Single Loc","21"
"2022","Jason Lloyd Funeral Home Inc","2125 N 22nd St","19121","Verified","726103","Funeral Directors","81221002","Funeral Homes And Funeral Services","1 to 4","Single Loc","12"
"2022","Jefferson Food Market","1501 N 29th St","19121","Verified","541103","Convenience Stores","44513101","Convenience Retailers","1 to 4","Single Loc","17"
"2022","Jefferson Rehabilitation-North","2108 Cecil B Moore Ave","19121","Verified","833102","Vocational Rehabilitation Services","62431009","Vocational Rehabilitation Services","10 to 19","Single Loc","6"
"2022","Jeffrey D Sandler Dpm","2233 Cecil B Moore Ave","19121","Verified","804301","Podiatrists","62139103","Offices Of Podiatrists","1 to 4","Single Loc","38"
"2022","Jenkintown Building","1445 N 32nd St","19121","Verified","154213","Building Contractors","23622005","Commercial And Institutional Building Construction","1 to 4","Single Loc","10"
"2022","Jenkintown Building Svc Inc","1445 N 32nd St","19121","Verified","734904","Window Cleaning","23899096","All Other Specialty Trade Contractors","10 to 19","Single Loc","38"
"2022","Jmp Laundromat","2121 W Diamond St","19121","Verified","721501","Laundries-Self Service","81231001","Coin-Operated Laundries And Drycleaners","1 to 4","Single Loc","19"
"2022","Job 2 LP","1718 N Sydenham St","19121","Verified","736103","Employment Agencies & Opportunities","56131102","Employment Placement Agencies","5 to 9","Single Loc","15"
"2022","Jones Memorial Cmnty Devmnt","1603 Cecil B Moore Ave # 200","19121","Verified","651303","Apartments","53111002","Lessors Of Residential Buildings And Dwellings","5 to 9","Single Loc","34"
"2022","Jordana & Eddie's Sweet Treats","2148 Ridge Ave","19121","Verified","581203","Ice Cream Parlors","72251512","Snack And Nonalcoholic Beverage Bars","10 to 19","Single Loc","7"
"2022","Joshi, Kundabala S MD","1900 N 20th St","19121","Verified","801101","Physicians & Surgeons","62111107","Offices Of Physicians (Except Mental Health Specia","1 to 4","Single Loc","11"
"2022","Juniors Barber Shop","2224 Ridge Ave","19121","Verified","724101","Barbers","81211101","Barber Shops","1 to 4","Single Loc","42"
"2022","Kairos House","1440 N Broad St","19121","Verified","809305","Outpatient Mental Health & Substance Abuse Ce","62142002","Outpatient Mental Health And Substance Abuse Cente","10 to 19","Single Loc","15"
"2022","Kapp, Kasryn","1900 N 20th St","19121","Verified","832282","Counselors","62419036","Other Individual And Family Services","1 to 4","Single Loc","5"
"2022","Karen Mini Mart","1400 N 30th St","19121","Verified","541103","Convenience Stores","44513101","Convenience Retailers","1 to 4","Single Loc","22"
"2022","Kde Investments LLC","3120 Ridge Ave","19121","Verified","653104","Real Estate Investments","53121004","Offices Of Real Estate Agents And Brokers","1 to 4","Single Loc","16"
