"Version Year","Company Name","Address","ZIP Code","Record Type","Primary SIC Code","Primary SIC Description","Primary NAICS","Primary NAICS Description","Location Employee Size Range","Location Type","Years In Database"
"2022","1400 N 15 St LLC","1415 W Jefferson St","19121","Verified","651303","Apartments","53111002","Lessors Of Residential Buildings And Dwellings","5 to 9","Single Loc","15"
"2022","1525 N 17th St Investment","1525 N 17th St","19121","Verified","653104","Real Estate Investments","53121004","Offices Of Real Estate Agents And Brokers","5 to 9","Single Loc","12"
"2022","1530 N 17th St Investments LLC","1530 N 17th St","19121","Verified","653104","Real Estate Investments","53121004","Offices Of Real Estate Agents And Brokers","5 to 9","Single Loc","11"
"2022","1600 Broad Assoc","1600 N Broad St","19121","Verified","811103","Attorneys","54111002","Offices Of Lawyers","5 to 9","Single Loc","16"
"2022","1627 French St LLC","1855 N 17th St","19121","Verified","651303","Apartments","53111002","Lessors Of Residential Buildings And Dwellings","5 to 9","Single Loc","15"
"2022","1776","1410 N 31st St Frnt","19121","Verified","874201","Business Management Consultants","54161401","Process, Physical Distribution, And Logistics Cons","1 to 4","Headquarter","9"
"2022","1902 Holdings LLC","1902 N 18th St","19121","Verified","671901","Holding Companies (Non-Bank)","55111201","Offices Of Other Holding Companies","1 to 4","Single Loc","11"
"2022","2 Much Sauce Kicks","2132 Ridge Ave","19121","Verified","514909","Condiments & Sauces (Whls)","42449019","Other Grocery And Related Products Merchant Wholes","5 to 9","Single Loc","5"
"2022","20 St Grocery Store","1946 W Diamond St","19121","Verified","541105","Grocers-Retail","44511003","Supermarkets And Other Grocery Retailers (Except C","1 to 4","Single Loc","18"
"2022","2038 18th St LLC","2038 N 18th St","19121","Verified","599999","Miscellaneous Retail Stores NEC","45521993","All Other General Merchandise Retailers","1 to 4","Single Loc","15"
"2022","24 Hour Sunrise Family Child","1808 N 21st St","19121","Verified","835101","Child Care Service","62441003","Child Care Services","1 to 4","Single Loc","15"
"2022","247 Gold","2015 N 29th St","19121","Verified","594411","Gold Silver & Platinum-Dealers","45831009","Jewelry Retailers","1 to 4","Single Loc","13"
"2022","33rd Sunoco","1701 N 33rd St","19121","Verified","554101","Service Stations-Gasoline & Oil","45712003","Other Gasoline Stations","5 to 9","Branch","13"
"2022","4 Shore Swimwear Boutique","1617 W Montgomery Ave","19121","Verified","569915","Swimwear & Accessories-Retail","45811061","Clothing And Clothing Accessories Retailers","1 to 4","Single Loc","12"
"2022","7-Eleven","2034 N Broad St","19121","Verified","541103","Convenience Stores","44513101","Convenience Retailers","5 to 9","Branch","12"
"2022","7-Eleven","1501 Cecil B Moore Ave","19121","Verified","541103","Convenience Stores","44513101","Convenience Retailers","1 to 4","Branch","22"
"2022","A & B Auto Repairs","2042 N Van Pelt St","19121","Verified","753801","Automobile Repairing & Service","81111104","General Automotive Repair","1 to 4","Single Loc","42"
"2022","A & S One Inc","2239 Cecil B Moore Ave","19121","Verified","481207","Cellular Telephones (Services)","51711214","Wireless Telecommunications Carriers (Except Satel","1 to 4","Single Loc","15"
"2022","A Mother's Touch Daycare LLC","1923 Cecil B Moore Ave","19121","Verified","835101","Child Care Service","62441003","Child Care Services","10 to 19","Single Loc","10"
"2022","A S Spinal Care Rehab","1607 W Susquehanna Ave","19121","Verified","833102","Vocational Rehabilitation Services","62431009","Vocational Rehabilitation Services","10 to 19","Single Loc","7"
"2022","A-Taste Of Culture","2161 N 32nd St","19121","Verified","581208","Restaurants","72251117","Full-Service Restaurants","1 to 4","Single Loc","11"
"2022","Academic Center For Early","1801 N 26th St","19121","Verified","835101","Child Care Service","62441003","Child Care Services","1 to 4","Single Loc","19"
"2022","Accurate Home Remodeling","2028 N 22nd St # 30","19121","Verified","152144","Construction Companies","23611512","New Single-Family Housing Construction (Except For","1 to 4","Single Loc","14"
"2022","Ace Cash Express","2129 W Diamond St","19121","Verified","614113","Payday Loans","52229111","Consumer Lending","1 to 4","Branch","38"
"2022","Ace Discount","2135 W Diamond St","19121","Verified","569928","Hair Goods & Supplies-Retail","45811069","Clothing And Clothing Accessories Retailers","1 to 4","Single Loc","33"
"2022","Acelero Learning","1801 N 23rd St","19121","Verified","835107","Head Start","62441008","Child Care Services","100 to 249","Branch","13"
"2022","Adjidja African Hair Braiding","1230 N Broad St","19121","Verified","723106","Beauty Salons","81211202","Beauty Salons","1 to 4","Single Loc","26"
"2022","Afifa","1422 W Susquehanna Ave","19121","Verified","533101","Variety Stores","45521903","All Other General Merchandise Retailers","1 to 4","Single Loc","17"
"2022","Ahikam & Moshe Pa LLC","1833 W Master St","19121","Verified","811103","Attorneys","54111002","Offices Of Lawyers","5 to 9","Single Loc","12"
"2022","All Season Deli","1216 N Broad St","19121","Verified","581208","Restaurants","72251117","Full-Service Restaurants","1 to 4","Single Loc","20"
"2022","Alliance For Progress Charter","1722 Cecil B Moore Ave","19121","Verified","821103","Schools","61111007","Elementary And Secondary Schools","20 to 49","Single Loc","37"
"2022","Alliance-Black Social Workers","1924 W Diamond St","19121","Verified","869903","Organizations","81341018","Civic And Social Organizations","5 to 9","Single Loc","25"
"2022","Allied Universal","1520 Cecil B Moore Ave","19121","Verified","738102","Security Guard & Patrol Service","56161208","Security Guards And Patrol Services","10 to 19","Branch","9"
"2022","Alpha & Omega Painting Inc","1509 N Hollywood St","19121","Verified","174203","Dry Wall Contractors","23831003","Drywall And Insulation Contractors","1 to 4","Single Loc","12"
"2022","Amc Broadstreet 7","1600 N Broad St","19121","Verified","783201","Theatres-Movie","51213101","Motion Picture Theaters (Except Drive-Ins)","50 to 99","Branch","10"
"2022","American Proven Products LLC","2000 S College Ave # 2","19121","Verified","539901","General Merchandise-Retail","45521908","All Other General Merchandise Retailers","1 to 4","Single Loc","11"
"2022","Amos Playground","1817 N 16th St","19121","Verified","799956","Playgrounds","71219006","Nature Parks And Other Similar Institutions","10 to 19","Single Loc","34"
"2022","Andresen Nancy B Crnp","1700 N Broad St","19121","Verified","804907","Nurses-Practitioners","62139923","Offices Of All Other Miscellaneous Health Practiti","1 to 4","Single Loc","8"
"2022","Andrew H Lawson Co","2927 W Thompson St","19121","Verified","275202","Printers (Mfrs)","32311109","Commercial Printing (Except Screen And Books)","10 to 19","Single Loc","26"
"2022","Andros, David Dpm","1529 N 17th St","19121","Verified","804301","Podiatrists","62139103","Offices Of Podiatrists","1 to 4","Single Loc","14"
"2022","Anetor-Jamison, Ehidiamen A MD","1900 N 20th St","19121","Verified","801101","Physicians & Surgeons","62111107","Offices Of Physicians (Except Mental Health Specia","1 to 4","Single Loc","7"
"2022","Anns Nails","2234 Ridge Ave","19121","Verified","723102","Manicuring","81211302","Nail Salons","1 to 4","Single Loc","19"
"2022","Apartments @ 1220","1220 N Broad St # 302","19121","Verified","651303","Apartments","53111002","Lessors Of Residential Buildings And Dwellings","10 to 19","Single Loc","42"
"2022","Argo Trans Intl","1531 N 16th St","19121","Verified","874201","Business Management Consultants","54161401","Process, Physical Distribution, And Logistics Cons","1 to 4","Single Loc","14"
"2022","Art Care Hm Health Care Agcy","1409 W Master St # 107","19121","Verified","653118","Real Estate","53121003","Offices Of Real Estate Agents And Brokers","5 to 9","Single Loc","6"
"2022","Arthurs Business","2235 W Oxford St","19121","Verified","738999","Business Services NEC","56199001","All Other Support Services","1 to 4","Single Loc","8"
"2022","Asanti Hair Studio","1220 N Broad St","19121","Verified","723106","Beauty Salons","81211202","Beauty Salons","5 to 9","Single Loc","14"
"2022","Ashanti's Hair Design","2734 Ridge Ave","19121","Verified","723106","Beauty Salons","81211202","Beauty Salons","1 to 4","Single Loc","24"
"2022","Asian American Senior Assn-Pa","1615 N 23rd St # 404","19121","Verified","861102","Associations","81391002","Business Associations","1 to 4","Single Loc","11"
"2022","Asona Aberade Shrine Inc","1730 N 27th St","19121","Verified","866130","Shrines","81311018","Religious Organizations","1 to 4","Single Loc","14"
"2022","Atelier Art Storage LLC","1330 N 30th St","19121","Verified","422503","Storage-Household & Commercial","53113001","Lessors Of Miniwarehouses And Self-Storage Units","1 to 4","Single Loc","19"
"2022","Atelier Art Svc","3060 W Jefferson St","19121","Verified","899908","Art Restoring","71151031","Independent Artists, Writers, And Performers","5 to 9","Single Loc","14"
"2022","Atlas Heating & Cooling","1601 W Jefferson St","19121","Verified","171117","Air Conditioning Contractors & Systems","23822002","Plumbing, Heating, And Air-Conditioning Contractor","1 to 4","Single Loc","13"
"2022","Aunt Penny's Crafts","1710 N Croskey St # 220","19121","Verified","594520","Crafts","45912012","Hobby, Toy, And Game Retailers","1 to 4","Single Loc","7"
"2022","Avenue General","1631 Cecil B Moore Ave","19121","Verified","539901","General Merchandise-Retail","45521908","All Other General Merchandise Retailers","1 to 4","Single Loc","11"
"2022","Avina, Khiatani Phd","1700 N Broad St","19121","Verified","804922","Psychologists","62139936","Offices Of All Other Miscellaneous Health Practiti","","Single Loc","5"
"2022","Axis Construction Management","3101 W Glenwood Ave","19121","Verified","152144","Construction Companies","23611512","New Single-Family Housing Construction (Except For","1 to 4","Single Loc","9"
